
[START] task=easy seed=1
[STEP] step=1 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=62 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 62, 'collision_rate': 0.5483870967741935}
[STEP] step=63 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 63, 'collision_rate': 0.5555555555555556}
[STEP] step=64 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 64, 'collision_rate': 0.5625}
[STEP] step=65 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 65, 'collision_rate': 0.5692307692307692}
[STEP] step=66 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 66, 'collision_rate': 0.5757575757575758}
[STEP] step=67 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 67, 'collision_rate': 0.582089552238806}
[STEP] step=68 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 68, 'collision_rate': 0.5882352941176471}
[STEP] step=69 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 69, 'collision_rate': 0.5942028985507246}
[STEP] step=70 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 70, 'collision_rate': 0.6}
[STEP] step=71 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 71, 'collision_rate': 0.6197183098591549}
[STEP] step=72 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 72, 'collision_rate': 0.625}
[STEP] step=73 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 73, 'collision_rate': 0.6301369863013698}
[STEP] step=74 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 74, 'collision_rate': 0.6486486486486487}
[STEP] step=75 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 75, 'collision_rate': 0.6533333333333333}
[STEP] step=76 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 76, 'collision_rate': 0.6578947368421053}
[STEP] step=77 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 77, 'collision_rate': 0.6753246753246753}
[STEP] step=78 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 78, 'collision_rate': 0.6794871794871795}
[STEP] step=79 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 79, 'collision_rate': 0.6835443037974683}
[STEP] step=80 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 80, 'collision_rate': 0.7}
[END] task=medium score=0.80

[START] task=medium seed=99
[STEP] step=1 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=2 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 2, 'collision_rate': 0.0}
[STEP] step=3 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 3, 'collision_rate': 0.0}
[STEP] step=4 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 4, 'collision_rate': 0.0}
[STEP] step=5 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 5, 'collision_rate': 0.0}
[STEP] step=6 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 6, 'collision_rate': 0.0}
[STEP] step=7 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 7, 'collision_rate': 0.0}
[STEP] step=8 actions=[4, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 8, 'collision_rate': 0.0}
[STEP] step=9 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 9, 'collision_rate': 0.0}
[STEP] step=10 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 10, 'collision_rate': 0.0}
[STEP] step=11 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 11, 'collision_rate': 0.0}
[STEP] step=12 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 12, 'collision_rate': 0.0}
[STEP] step=13 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 13, 'collision_rate': 0.0}
[STEP] step=14 actions=[0, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 14, 'collision_rate': 0.0}
[STEP] step=15 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 15, 'collision_rate': 0.0}
[STEP] step=16 actions=[5, 0] info={'deliveries': 1, 'total_deliveries': 1, 'step_count': 16, 'collision_rate': 0.0}
[STEP] step=17 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 17, 'collision_rate': 0.0}
[STEP] step=18 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 18, 'collision_rate': 0.0}
[STEP] step=19 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 19, 'collision_rate': 0.0}
[STEP] step=20 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 20, 'collision_rate': 0.0}
[STEP] step=21 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 21, 'collision_rate': 0.0}
[STEP] step=22 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 22, 'collision_rate': 0.0}
[STEP] step=23 actions=[4, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 23, 'collision_rate': 0.0}
[STEP] step=24 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 24, 'collision_rate': 0.0}
[STEP] step=25 actions=[4, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 25, 'collision_rate': 0.0}
[STEP] step=26 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 26, 'collision_rate': 0.0}
[STEP] step=27 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 27, 'collision_rate': 0.0}
[STEP] step=28 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 28, 'collision_rate': 0.03571428571428571}
[STEP] step=29 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 29, 'collision_rate': 0.06896551724137931}
[STEP] step=30 actions=[5, 1] info={'deliveries': 1, 'total_deliveries': 2, 'step_count': 30, 'collision_rate': 0.06666666666666667}
[STEP] step=31 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 31, 'collision_rate': 0.06451612903225806}
[STEP] step=32 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 32, 'collision_rate': 0.0625}
[STEP] step=33 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 33, 'collision_rate': 0.06060606060606061}
[STEP] step=34 actions=[3, 5] info={'deliveries': 1, 'total_deliveries': 3, 'step_count': 34, 'collision_rate': 0.058823529411764705}
[STEP] step=35 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 35, 'collision_rate': 0.05714285714285714}
[STEP] step=36 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 36, 'collision_rate': 0.05555555555555555}
[STEP] step=37 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 37, 'collision_rate': 0.05405405405405406}
[STEP] step=38 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 38, 'collision_rate': 0.05263157894736842}
[STEP] step=39 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 39, 'collision_rate': 0.05128205128205128}
[STEP] step=40 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 40, 'collision_rate': 0.05}
[STEP] step=41 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 41, 'collision_rate': 0.04878048780487805}
[STEP] step=42 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 42, 'collision_rate': 0.047619047619047616}
[STEP] step=43 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 43, 'collision_rate': 0.046511627906976744}
[STEP] step=44 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 44, 'collision_rate': 0.045454545454545456}
[STEP] step=45 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 45, 'collision_rate': 0.044444444444444446}
[STEP] step=46 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 46, 'collision_rate': 0.043478260869565216}
[STEP] step=47 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 47, 'collision_rate': 0.0425531914893617}
[STEP] step=48 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 48, 'collision_rate': 0.041666666666666664}
[STEP] step=49 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 49, 'collision_rate': 0.04081632653061224}
[STEP] step=50 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 50, 'collision_rate': 0.04}
[STEP] step=51 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 51, 'collision_rate': 0.0392156862745098}
[STEP] step=52 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 52, 'collision_rate': 0.038461538461538464}
[STEP] step=53 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 53, 'collision_rate': 0.03773584905660377}
[STEP] step=54 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 54, 'collision_rate': 0.037037037037037035}
[STEP] step=55 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 55, 'collision_rate': 0.03636363636363636}
[STEP] step=56 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 56, 'collision_rate': 0.03571428571428571}
[STEP] step=57 actions=[0, 5] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 57, 'collision_rate': 0.03508771929824561}
[STEP] step=58 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 58, 'collision_rate': 0.034482758620689655}
[STEP] step=59 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 59, 'collision_rate': 0.03389830508474576}
[STEP] step=60 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 60, 'collision_rate': 0.03333333333333333}
[STEP] step=61 actions=[3, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 61, 'collision_rate': 0.03278688524590164}
[STEP] step=62 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 62, 'collision_rate': 0.03225806451612903}
[STEP] step=63 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 63, 'collision_rate': 0.031746031746031744}
[STEP] step=64 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 64, 'collision_rate': 0.03125}
[STEP] step=65 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 65, 'collision_rate': 0.03076923076923077}
[STEP] step=66 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 66, 'collision_rate': 0.030303030303030304}
[STEP] step=67 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 67, 'collision_rate': 0.029850746268656716}
[STEP] step=68 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 68, 'collision_rate': 0.029411764705882353}
[STEP] step=69 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 69, 'collision_rate': 0.028985507246376812}
[STEP] step=70 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 70, 'collision_rate': 0.04285714285714286}
[STEP] step=71 actions=[6, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 71, 'collision_rate': 0.056338028169014086}
[STEP] step=72 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 72, 'collision_rate': 0.06944444444444445}
[STEP] step=73 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 73, 'collision_rate': 0.0821917808219178}
[STEP] step=74 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 74, 'collision_rate': 0.0945945945945946}
[STEP] step=75 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 75, 'collision_rate': 0.10666666666666667}
[STEP] step=76 actions=[6, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 76, 'collision_rate': 0.11842105263157894}
[STEP] step=77 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 77, 'collision_rate': 0.12987012987012986}
[STEP] step=78 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 78, 'collision_rate': 0.14102564102564102}
[STEP] step=79 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 79, 'collision_rate': 0.1518987341772152}
[STEP] step=80 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 80, 'collision_rate': 0.1625}
[END] task=medium score=0.95

[START] task=medium seed=123
[STEP] step=1 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=2 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 2, 'collision_rate': 0.0}
[STEP] step=3 actions=[1, 6] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 3, 'collision_rate': 0.0}
[STEP] step=4 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 4, 'collision_rate': 0.0}
[STEP] step=5 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 5, 'collision_rate': 0.0}
[STEP] step=6 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 6, 'collision_rate': 0.0}
[STEP] step=7 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 7, 'collision_rate': 0.0}
[STEP] step=8 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 8, 'collision_rate': 0.0}
[STEP] step=9 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 9, 'collision_rate': 0.0}
[STEP] step=10 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 10, 'collision_rate': 0.0}
[STEP] step=11 actions=[1, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 11, 'collision_rate': 0.0}
[STEP] step=12 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 12, 'collision_rate': 0.0}
[STEP] step=13 actions=[3, 6] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 13, 'collision_rate': 0.0}
[STEP] step=14 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 14, 'collision_rate': 0.0}
[STEP] step=15 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 15, 'collision_rate': 0.0}
[STEP] step=16 actions=[3, 6] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 16, 'collision_rate': 0.0}
[STEP] step=17 actions=[4, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 17, 'collision_rate': 0.0}
[STEP] step=18 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 18, 'collision_rate': 0.0}
[STEP] step=19 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 19, 'collision_rate': 0.0}
[STEP] step=20 actions=[6, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 20, 'collision_rate': 0.0}
[STEP] step=21 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 21, 'collision_rate': 0.0}
[STEP] step=22 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 22, 'collision_rate': 0.0}
[STEP] step=23 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 23, 'collision_rate': 0.0}
[STEP] step=24 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 24, 'collision_rate': 0.0}
[STEP] step=25 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 25, 'collision_rate': 0.0}
[STEP] step=26 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 26, 'collision_rate': 0.0}
[STEP] step=27 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 27, 'collision_rate': 0.0}
[STEP] step=28 actions=[5, 0] info={'deliveries': 1, 'total_deliveries': 1, 'step_count': 28, 'collision_rate': 0.0}
[STEP] step=29 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 29, 'collision_rate': 0.0}
[STEP] step=30 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 30, 'collision_rate': 0.0}
[STEP] step=31 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 31, 'collision_rate': 0.0}
[STEP] step=32 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 32, 'collision_rate': 0.0}
[STEP] step=33 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 33, 'collision_rate': 0.0}
[STEP] step=34 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 34, 'collision_rate': 0.0}
[STEP] step=35 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 35, 'collision_rate': 0.0}
[STEP] step=36 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 36, 'collision_rate': 0.0}
[STEP] step=37 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 37, 'collision_rate': 0.0}
[STEP] step=38 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 38, 'collision_rate': 0.0}
[STEP] step=39 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 39, 'collision_rate': 0.0}
[STEP] step=40 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 40, 'collision_rate': 0.0}
[STEP] step=41 actions=[4, 5] info={'deliveries': 1, 'total_deliveries': 2, 'step_count': 41, 'collision_rate': 0.0}
[STEP] step=42 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 42, 'collision_rate': 0.0}
[STEP] step=43 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 43, 'collision_rate': 0.0}
[STEP] step=44 actions=[2, 5] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 44, 'collision_rate': 0.0}
[STEP] step=45 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 45, 'collision_rate': 0.022222222222222223}
[STEP] step=46 actions=[0, 5] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 46, 'collision_rate': 0.021739130434782608}
[STEP] step=47 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 47, 'collision_rate': 0.0425531914893617}
[STEP] step=48 actions=[2, 5] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 48, 'collision_rate': 0.041666666666666664}
[STEP] step=49 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 49, 'collision_rate': 0.061224489795918366}
[STEP] step=50 actions=[2, 5] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 50, 'collision_rate': 0.06}
[STEP] step=51 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 51, 'collision_rate': 0.0784313725490196}
[STEP] step=52 actions=[0, 6] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 52, 'collision_rate': 0.07692307692307693}
[STEP] step=53 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 2, 'step_count': 53, 'collision_rate': 0.09433962264150944}
[STEP] step=54 actions=[5, 6] info={'deliveries': 1, 'total_deliveries': 3, 'step_count': 54, 'collision_rate': 0.09259259259259259}
[STEP] step=55 actions=[2, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 55, 'collision_rate': 0.09090909090909091}
[STEP] step=56 actions=[0, 5] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 56, 'collision_rate': 0.08928571428571429}
[STEP] step=57 actions=[1, 5] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 57, 'collision_rate': 0.08771929824561403}
[STEP] step=58 actions=[4, 4] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 58, 'collision_rate': 0.08620689655172414}
[STEP] step=59 actions=[3, 4] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 59, 'collision_rate': 0.0847457627118644}
[STEP] step=60 actions=[3, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 60, 'collision_rate': 0.08333333333333333}
[STEP] step=61 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 61, 'collision_rate': 0.08196721311475409}
[STEP] step=62 actions=[1, 1] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 62, 'collision_rate': 0.08064516129032258}
[STEP] step=63 actions=[0, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 63, 'collision_rate': 0.07936507936507936}
[STEP] step=64 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 64, 'collision_rate': 0.078125}
[STEP] step=65 actions=[4, 3] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 65, 'collision_rate': 0.07692307692307693}
[STEP] step=66 actions=[1, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 66, 'collision_rate': 0.09090909090909091}
[STEP] step=67 actions=[4, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 67, 'collision_rate': 0.08955223880597014}
[STEP] step=68 actions=[1, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 68, 'collision_rate': 0.10294117647058823}
[STEP] step=69 actions=[4, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 69, 'collision_rate': 0.10144927536231885}
[STEP] step=70 actions=[1, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 70, 'collision_rate': 0.11428571428571428}
[STEP] step=71 actions=[4, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 71, 'collision_rate': 0.11267605633802817}
[STEP] step=72 actions=[1, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 72, 'collision_rate': 0.125}
[STEP] step=73 actions=[4, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 73, 'collision_rate': 0.1232876712328767}
[STEP] step=74 actions=[1, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 74, 'collision_rate': 0.13513513513513514}
[STEP] step=75 actions=[4, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 75, 'collision_rate': 0.13333333333333333}
[STEP] step=76 actions=[1, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 76, 'collision_rate': 0.14473684210526316}
[STEP] step=77 actions=[4, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 77, 'collision_rate': 0.14285714285714285}
[STEP] step=78 actions=[1, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 78, 'collision_rate': 0.15384615384615385}
[STEP] step=79 actions=[4, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 79, 'collision_rate': 0.1518987341772152}
[STEP] step=80 actions=[1, 6] info={'deliveries': 0, 'total_deliveries': 3, 'step_count': 80, 'collision_rate': 0.1625}
[END] task=medium score=0.95

[START] task=hard seed=1
[STEP] step=1 actions=[0, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 1, 'collision_rate': 0.0}
[STEP] step=2 actions=[0, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 2, 'collision_rate': 0.0}
[STEP] step=3 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 3, 'collision_rate': 0.0}
[STEP] step=4 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 4, 'collision_rate': 0.0}
[STEP] step=5 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 5, 'collision_rate': 0.0}
[STEP] step=6 actions=[3, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 6, 'collision_rate': 0.0}
[STEP] step=7 actions=[4, 4] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 7, 'collision_rate': 0.0}
[STEP] step=8 actions=[1, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 8, 'collision_rate': 0.0}
[STEP] step=9 actions=[2, 3] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 9, 'collision_rate': 0.0}
[STEP] step=10 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 10, 'collision_rate': 0.0}
[STEP] step=11 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 11, 'collision_rate': 0.0}
[STEP] step=12 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 12, 'collision_rate': 0.0}
[STEP] step=13 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 13, 'collision_rate': 0.0}
[STEP] step=14 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 14, 'collision_rate': 0.0}
[STEP] step=15 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 15, 'collision_rate': 0.0}
[STEP] step=16 actions=[2, 1] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 16, 'collision_rate': 0.0}
[STEP] step=17 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 17, 'collision_rate': 0.0}
[STEP] step=18 actions=[0, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 18, 'collision_rate': 0.0}
[STEP] step=19 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 19, 'collision_rate': 0.0}
[STEP] step=20 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 20, 'collision_rate': 0.0}
[STEP] step=21 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 21, 'collision_rate': 0.0}
[STEP] step=22 actions=[2, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 22, 'collision_rate': 0.0}
[STEP] step=23 actions=[2, 0] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 23, 'collision_rate': 0.0}
[STEP] step=24 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 0, 'step_count': 24, 'collision_rate': 0.0}
[STEP] step=25 actions=[5, 2] info={'deliveries': 1, 'total_deliveries': 1, 'step_count': 25, 'collision_rate': 0.0}
[STEP] step=26 actions=[3, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 26, 'collision_rate': 0.0}
[STEP] step=27 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 27, 'collision_rate': 0.0}
[STEP] step=28 actions=[3, 2] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 28, 'collision_rate': 0.0}
[STEP] step=29 actions=[1, 0] info={'deliveries': 0, 'total_deliveries': 1, 'step_count': 29, 'collision_rate': 0.0}
